"FISCAL_YEAR","FISCAL_COUNT","SYSTEM_ID","SYSTEM_NAME","NCES School ID","NCES District ID","SCHOOL_ID","UNIQUESCHOOLID","SCHOOL_NAME","GRADE_RANGE","FAC_SCHTYPE","Street Address","ZIP","Locale Code*","Locale*","Locale","lon","lat","schoolgeom","Total Student Count","Hispanic","American Indian","Asian","Black","Pacific Islander","White","Two or More Races","Female","Male","COURSE_TAKER_CS","Hispanic_CS","American Indian_CS","Asian_CS","Black_CS","Pacific Islander_CS","White_CS","Two or More Races_CS","Female_CS","Male_CS","Student Teacher Ratio*","Free Lunch*","Reduced Lunch*","Type","DI_Asian","DI_Black","DI_Hispanic","DI_White","DI_Female","Classification","Has Extra Teacher","School classification","Total CS Teachers","Student-Teacher Ratio (CS)","SWD Total","URG","COURSE_TITLE","SUM_POP","Less than High School","CMPLTHS and Higher","CompButNoInternet","No Computer","White population_Weighted_Income","Black population_Weighted_Income","Asian population_Weighted_Income","Hispanic population_Weighted_Income","Total_Pop_Weighted_Avg_Income","White_Weighted_Avg_Distance","Black_Weighted_Avg_Distance","Asian_Weighted_Avg_Distance","Hispanic_Weighted_Avg_Distance","Total_Missing_BGs for income","Missing_Percentage"
2024,1,724,Screven County,130450001611,1304500,4052,"7244052",Screven County High School,"09-12",H,"110 Halcyondale Rd","30467","33",Town: Remote,Town,-81.6329625,32.7353704,"0101000020AD1000000A462575826854C02539059E205E4040",598.0,17.0,1.0,4.0,307.0,0.0,257.0,12.0,290.0,308.0,15.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,8.0,7.0,13.21,351.0,98.0,Regular,-0.007,0.087,-0.028,-0.03,0.048,In Person,false,In Person without extra teacher,1.0,598.0,2.0,0.542,"Programming, Games, Apps and Society",19598.0,11.0623533013573,63.3891213389121,5.89856107766099,10.3837126237371,36673.258728896,19935.3745129167,,42654.6333333333,28509.6802604502,9172.56444040099,7035.71700102994,26417.2772053314,14683.5099454819,14.0,25.9259259259259
2024,1,726,Griffin-Spalding County,130252002429,1302520,101,"7260101",Spalding High School,"09-12",H,"433 Wilson Rd","30224","41",Rural: Fringe,Rural,-84.230968,33.225879,"0101000020AD1000000A9B012EC80E55C035ED629AE99C4040",1210.0,125.0,1.0,10.0,526.0,3.0,497.0,48.0,580.0,630.0,57.0,2.0,0.0,1.0,27.0,0.0,25.0,2.0,15.0,42.0,17.08,843.0,0.0,Regular,0.009,0.039,-0.068,0.028,-0.216,In Person,false,In Person without extra teacher,1.0,1210.0,2.0,0.538,"Computer Science Principles, Programming, Games, Apps and Society",13001.0,4.97654026613338,63.8873932774402,7.43019767710176,5.17652488270133,47439.7201413428,20600.6981545199,48277.0,23396.2647058824,30751.9300841884,2051.10021835957,1529.45795781062,663.607683536227,2051.2570657263,8.0,26.6666666666667
2024,1,726,Griffin-Spalding County,130252001092,1302520,187,"7260187",Griffin High School,"09-12",H,"1617 W Poplar St","30224","21",Suburb: Large,Suburb,-84.3012523,33.2435795,"0101000020AD1000001116BAB7471355C0EF3CF19C2D9F4040",1479.0,231.0,5.0,5.0,912.0,2.0,247.0,77.0,732.0,747.0,,,,,,,,,,,16.93,1475.0,0.0,Regular,,,,,,No,true,No with extra teacher,2.0,739.5,,0.773,,24654.0,14.7724507179362,50.0851788756388,9.91725480652227,9.96592844974446,81297.4703524697,18458.383466207,31175.0265486726,19937.6329787234,20848.5172632653,1644.40289170766,1863.04050814451,2751.24234835523,2206.87397595364,13.0,26.530612244898
2024,1,727,Stephens County,130456001619,1304560,5050,"7275050",Stephens County High School,"09-12",H,"323 Indian Trl","30577","41",Rural: Fringe,Rural,-83.3412409,34.5898192,"0101000020AD100000B06312E4D6D554C0C5460F327F4B4140",1128.0,71.0,2.0,15.0,132.0,0.0,833.0,75.0,581.0,547.0,13.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,11.0,14.7,450.0,75.0,Regular,0.064,-0.117,0.014,0.031,-0.361,Both,false,Both without extra teacher,1.0,1128.0,1.0,0.18,"Computer Science Principles, Programming, Games, Apps and Society",26131.0,10.88362481344,57.0969346752899,8.61811641345528,5.48390800198997,29115.2399922364,20694.342393356,14368.8712121212,15730.5571428571,24002.416746676,5192.9949447903,2805.17582163986,3364.23878266048,3969.68180559895,18.0,31.0344827586207
2024,1,728,Stewart County,130459002432,1304590,201,"7280201",Stewart County High School,"09-12",H,"15582 US Highway 27","31815","42",Rural: Distant,Rural,-84.8023016,32.0436624,"0101000020AD100000D361CFE8583355C04E08C2BA96054040",111.0,0.0,1.0,0.0,101.0,0.0,7.0,2.0,53.0,58.0,,,,,,,,,,,10.26,119.0,0.0,Regular,,,,,,No,false,No without extra teacher,,,,0.91,,4978.0,23.0413820811571,60.9682603455203,7.95500200883889,6.40819606267577,26765.4309076043,21290.663526245,22885.0,13382.0,19158.4671432485,10869.8403434413,10309.019319662,9463.80966921178,9220.54638039805,2.0,14.2857142857143
2024,1,729,Sumter County,130462004415,1304620,397,"7290397",Sumter County High School,"09-12",H,"903 South Ga Tech Parkway","31719","41",Rural: Fringe,Rural,-84.2468831,32.1135483,"0101000020AD100000D91BC6EECC0F55C019822DC0880E4040",1036.0,150.0,1.0,2.0,802.0,0.0,63.0,18.0,538.0,498.0,28.0,5.0,0.0,0.0,22.0,0.0,0.0,1.0,14.0,14.0,12.54,978.0,0.0,Regular,-0.002,0.012,0.034,-0.061,-0.019,In Person,true,In Person with extra teacher,2.0,518.0,0.0,0.919,"Advanced Placement, Computer Science A, Computer Science Principles",32179.0,10.3670095403835,52.9972963734112,9.87289847416017,6.36750675906647,31545.0699371433,18544.3489172232,29241.428057554,19147.6957087126,21284.3910882999,7719.93599298253,5871.82903065088,10054.331794454,5819.75468540139,16.0,21.9178082191781
2024,1,732,Tattnall County,130477000780,1304770,194,"7320194",Tattnall County High School,"09-12",H,#1 Battle Creek Warrior Blvd.,"30453","42",Rural: Distant,Rural,-82.0496417,32.03944,"0101000020AD100000248161542D8354C0BE13B35E0C054040",1067.0,222.0,2.0,11.0,236.0,2.0,554.0,40.0,518.0,549.0,35.0,18.0,0.0,1.0,8.0,0.0,8.0,0.0,13.0,22.0,15.28,812.0,0.0,Regular,0.018,0.007,0.306,-0.291,-0.114,In Person,false,In Person without extra teacher,1.0,1067.0,4.0,0.429,"Advanced Placement, Computer Science A, Computer Science Principles",22925.0,13.7753544165758,52.6586695747001,10.1025081788441,5.75790621592148,30432.8828657241,12538.2038988409,,13139.2201767305,17540.7660096178,12446.1744578738,12096.0651332105,9483.87367933532,12613.0409846949,17.0,28.3333333333333
2024,1,733,Taylor County,130480002440,1304800,201,"7330201",Taylor County High School,"09-12",H,P.O. Box 1927,"31006","43",Rural: Remote,Rural,-84.2325871,32.5541347,"0101000020AD1000002CFE00B5E20E55C0150AC7E2ED464040",371.0,12.0,1.0,6.0,153.0,1.0,185.0,13.0,176.0,195.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,3.0,11.05,356.0,0.0,Regular,-0.016,0.188,-0.032,-0.099,-0.074,Both,false,Both without extra teacher,1.0,371.0,0.0,0.445,Computer Science Principles,11744.0,18.375340599455,53.107970027248,11.0183923705722,14.0326975476839,26762.0794274488,19361.3837514934,,2529.0,22236.2423196495,10592.2719348555,7939.3131486439,11283.2748946568,15507.3197096416,9.0,29.0322580645161
2024,1,734,Telfair County,130483002442,1304830,201,"7340201",Telfair County High School,"09-12",H,"458 S Third Ave","31055","41",Rural: Fringe,Rural,-82.911831,32.0453859,"0101000020AD100000A71E69705BBA54C08A198634CF054040",385.0,32.0,1.0,5.0,146.0,0.0,189.0,12.0,193.0,192.0,,,,,,,,,,,12.79,364.0,0.0,Regular,,,,,,No,false,No without extra teacher,,,,0.462,,11461.0,18.5324142744961,53.9917982724021,18.270657010732,11.2904633103569,23280.4697748626,16262.599205298,,1350.0,14061.7052527901,4399.85927380738,5400.48102778759,4703.16072729647,4598.73753716772,8.0,29.6296296296296
2024,1,735,Terrell County,130486001658,1304860,105,"7350105",Terrell High School,"09-12",H,"201 Greenwave Blvd","39842","41",Rural: Fringe,Rural,-84.4187211,31.7542382,"0101000020AD1000004AA99553CC1A55C0D76432C115C13F40",279.0,14.0,0.0,0.0,255.0,0.0,7.0,3.0,129.0,150.0,28.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,11.0,15.61,309.0,0.0,Regular,0.0,-0.021,0.057,-0.025,0.145,In Person,true,In Person with extra teacher,2.0,139.5,1.0,0.964,Computer Science Principles,34665.0,7.10226453194865,59.423049185057,5.14351651521708,4.05019472090004,52859.9125238064,25511.1895599704,71073.96,6369.48725212465,29814.8234493353,14226.1776341145,10376.2577060627,18055.3918203237,16645.4461728286,17.0,24.2857142857143
2024,1,736,Thomas County,130489002146,1304890,191,"7360191",Thomas County Central High School,"09-12",H,"4686 US Highway 84 Byp W","31792","32",Town: Distant,Town,-83.9658112,30.8732867,"0101000020AD1000001287C7D9CFFD54C01F8898B78FDF3E40",1588.0,119.0,4.0,19.0,511.0,2.0,885.0,48.0,763.0,825.0,100.0,7.0,1.0,1.0,26.0,0.0,63.0,2.0,18.0,82.0,14.93,1165.0,0.0,Regular,-0.002,-0.062,-0.005,0.073,-0.3,Both,true,Both with extra teacher,2.0,794.0,15.0,0.397,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Embedded Computing, Computer Science Principles",12216.0,7.44106090373281,55.6974459724951,5.17354289456451,4.9852652259332,33745.6388598326,27353.6141823444,,33357.7,28892.3802771025,2555.42504116447,1392.08147967817,6704.55531347301,2124.62350146402,9.0,33.3333333333333
2024,1,737,Tift County,130498002282,1304980,199,"7370199",Tift County High School,"09-12",H,"1 Blue Devil Way","31794","32",Town: Distant,Town,-83.4762923,31.4708981,"0101000020AD1000008BF5B2927BDE54C0A03F23C78C783F40",2266.0,468.0,2.0,40.0,816.0,0.0,877.0,63.0,1133.0,1133.0,100.0,19.0,0.0,6.0,29.0,0.0,45.0,1.0,23.0,77.0,17.29,2273.0,0.0,Regular,0.042,-0.07,-0.017,0.063,-0.27,Both,true,Both with extra teacher,6.0,377.67,7.0,0.567,"Embedded Computing, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",36429.0,9.69831727469873,54.5142606165418,9.22067583518625,16.9343105767383,35204.9242736942,20733.495688039,4830.0,18830.3301391036,23595.8784314476,3687.26891876015,3274.18505737876,1336.73932797161,1860.02887096006,27.0,31.0344827586207
2024,1,738,Toombs County,130504001693,1305040,192,"7380192",Toombs County High School,"09-12",H,"500 Bulldog Rd","30436","41",Rural: Fringe,Rural,-82.336881,32.1892456,"0101000020AD100000336953758F9554C0B974273339184040",893.0,238.0,1.0,5.0,160.0,1.0,440.0,48.0,425.0,468.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,15.04,739.0,0.0,Regular,-0.006,0.071,0.233,-0.243,0.024,In Person,false,In Person without extra teacher,1.0,893.0,0.0,0.446,Computer Science Principles,28958.0,11.6927964638442,54.8725740727951,12.1762552662477,7.03087229781062,30488.6564976906,29157.9292108753,33419.9769230769,16003.5825632784,22561.5081965322,7657.52592420155,5730.70326701944,6921.46828667088,6264.10798363098,29.0,32.2222222222222
2024,1,739,Towns County,130507002999,1305070,204,"7390204",Towns County High School,"09-12",H,"1400 U.S. Highway 76","30546","43",Rural: Remote,Rural,-83.7302623,34.9303886,"0101000020AD1000001C00169EBCEE54C01EC940F916774140",288.0,17.0,0.0,2.0,2.0,0.0,264.0,3.0,132.0,156.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,11.75,116.0,28.0,Regular,-0.007,-0.007,0.084,-0.06,0.113,Virtual,true,Virtual with extra teacher,1.0,288.0,0.0,0.066,"Web Development, Computer Science Principles, Programming, Games, Apps and Society",10371.0,5.9396393790377,68.5854787387909,5.80464757496866,5.84321666184553,35792.1850031374,5634.16860465116,,29583.6714285714,31785.947805816,5982.7394065851,9224.76167940496,6172.71924319293,5386.28597842155,12.0,46.1538461538462
2024,1,741,Troup County,130000102444,1300001,201,"7410201",Callaway High School,"09-12",H,"221 Whitfield Rd","30230","41",Rural: Fringe,Rural,-84.9802069,33.0849097,"0101000020AD10000011B4B8B5BB3E55C07C4E3052DE8A4040",939.0,83.0,2.0,11.0,489.0,0.0,318.0,36.0,478.0,461.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,18.06,866.0,0.0,Regular,-0.012,-0.271,-0.088,0.161,-0.259,In Person,true,In Person with extra teacher,1.0,939.0,0.0,0.609,Computer Science Principles,20459.0,8.88606481255193,60.6139107483259,8.53414145363899,4.14487511608583,31379.5608738341,21058.1355985528,42543.4351585014,36261.1944444444,26044.7744907552,3138.2259787009,2417.29893868816,1348.51239916462,1858.43456379302,9.0,21.9512195121951
2024,1,741,Troup County,130000101964,1300001,387,"7410387",Troup County High School,"09-12",H,"1920 Hamilton Rd","30241","32",Town: Distant,Town,-85.0165135,33.0007524,"0101000020AD100000539CA38E0E4155C05FB296A718804040",1344.0,95.0,4.0,16.0,517.0,0.0,652.0,60.0,677.0,667.0,50.0,2.0,0.0,3.0,18.0,0.0,26.0,1.0,12.0,38.0,18.24,585.0,76.0,Regular,0.048,-0.025,-0.031,0.035,-0.264,Both,false,Both without extra teacher,2.0,672.0,2.0,0.455,"Advanced Placement Computer Science Principles, Embedded Computing, Computer Science Principles",20076.0,7.38194859533772,59.0655509065551,7.86013150029886,4.44311615859733,34699.8169328525,21811.8905762135,,13959.2384341637,26761.2275717873,6078.48419664997,4940.7769687857,4058.45585267624,8958.16480254375,11.0,25.5813953488372
2024,1,741,Troup County,130000100608,1300001,1052,"7411052",LaGrange High School,"09-12",H,"516 N Greenwood St","30240","32",Town: Distant,Town,-85.0336377,33.0451581,"0101000020AD100000695ABD1E274255C0235399BDC7854040",1302.0,148.0,2.0,36.0,567.0,1.0,482.0,66.0,647.0,655.0,77.0,6.0,0.0,1.0,41.0,0.0,20.0,9.0,14.0,63.0,18.12,534.0,48.0,Regular,-0.015,0.097,-0.036,-0.11,-0.315,Both,false,Both without extra teacher,2.0,651.0,8.0,0.549,"Embedded Computing, Computer Science Principles, Programming, Games, Apps and Society",32932.0,7.03874650795579,57.390987489372,8.30499210494352,6.68954208672416,42651.2597378848,18281.5957363121,25759.0733944954,15248.4131736527,22560.7622959298,2508.91493024839,1644.10501402648,3215.71946990954,2314.00078896903,18.0,26.0869565217391
2024,1,742,Turner County,130519001712,1305190,3050,"7423050",Turner County High School,"09-12",H,"316 Lamar St","31714","32",Town: Distant,Town,-83.6415764,31.7058835,"0101000020AD100000AAF875960FE954C03849F3C7B4B43F40",342.0,17.0,0.0,1.0,225.0,1.0,86.0,12.0,166.0,176.0,,,,,,,,,,,10.03,356.0,0.0,Regular,,,,,,No,false,No without extra teacher,,,,0.708,,8233.0,14.5026114417588,52.7025385643144,17.2476618486578,9.75343131300862,27580.130620985,13295.2943826975,,12281.0,18028.8874788437,5419.62897962412,2853.08272815055,,5847.89596025324,5.0,27.7777777777778
2024,1,743,Twiggs County,130522002446,1305220,201,"7430201",Twiggs County High School,"09-12",H,"375 Watson Dr","31044","42",Rural: Distant,Rural,-83.3569111,32.6818752,"0101000020AD1000001485A7A1D7D654C00BFAC1AF47574040",229.0,8.0,0.0,2.0,148.0,0.0,70.0,1.0,101.0,128.0,18.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,10.0,8.0,13.0,106.0,0.0,Regular,-0.009,-0.035,-0.035,0.083,0.115,In Person,false,In Person without extra teacher,1.0,229.0,5.0,0.681,Computer Science Principles,11483.0,11.8261778280937,55.5342680484194,6.70556474788818,8.25568231298441,38752.3710048949,29815.5428413488,14937.2,13923.0,32510.8690195783,15458.3939965162,10040.2301876868,11317.0511414019,18822.946962797,9.0,28.125
2024,1,744,Union County,130525001720,1305250,101,"7440101",Union County High School,"09-12",H,"153 Panther Cir","30512","43",Rural: Remote,Rural,-83.945632,34.879336,"0101000020AD1000004483143C85FC54C0051901158E704140",922.0,63.0,1.0,6.0,7.0,0.0,822.0,23.0,439.0,483.0,90.0,6.0,0.0,0.0,0.0,0.0,78.0,6.0,22.0,68.0,13.71,245.0,123.0,Regular,-0.007,-0.008,-0.002,-0.025,-0.232,In Person,false,In Person without extra teacher,2.0,461.0,7.0,0.076,"Web Development, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",27987.0,8.56111766177154,68.1352056311859,4.68431771894094,5.08807660699611,38722.3533300027,58647.025477707,,21621.0322580645,35528.4066953322,7320.70828070061,2057.04659206288,5835.75146116393,6418.81834526674,12.0,29.2682926829268
2024,1,745,Thomaston-Upson County,130528001724,1305280,195,"7450195",Upson-Lee High School,"09-12",H,"268 Knight Trl","30286","41",Rural: Fringe,Rural,-84.2931991,32.8989419,"0101000020AD100000DD6D28C6C31255C086C0368710734040",1202.0,61.0,1.0,8.0,449.0,0.0,624.0,59.0,577.0,625.0,,,,,,,,,,,15.12,831.0,0.0,Regular,,,,,,No,true,No with extra teacher,1.0,1202.0,,0.424,,26982.0,10.8405603735824,57.1455044103476,6.61922763323697,6.17819286932029,30703.3870167925,22847.8920670706,,14470.7880434783,24767.0456108908,3914.68665056664,2224.71457984466,3623.59900132129,4196.48497570878,16.0,29.6296296296296
2024,1,746,Walker County,130537002093,1305370,190,"7460190",Ridgeland High School,"09-12",H,"2478 Happy Valley Rd","30741","41",Rural: Fringe,Rural,-85.3155604,34.9494364,"0101000020AD1000006A7A3F24325455C0E5D0C72187794140",1300.0,76.0,1.0,3.0,127.0,0.0,1020.0,73.0,634.0,666.0,35.0,1.0,0.0,0.0,1.0,0.0,32.0,1.0,9.0,26.0,13.66,721.0,145.0,Regular,-0.002,-0.069,-0.03,0.13,-0.231,In Person,false,In Person without extra teacher,2.0,650.0,0.0,0.156,"Advanced Placement Computer Science Principles, Computer Science Principles",33373.0,9.31891049650915,61.4988164084739,6.06478290833908,3.70059629041441,36430.6259290684,21469.9652014652,1564.0,16696.8615819209,29563.3078375061,2782.68012148664,3563.1486211217,2641.68636167968,3928.57682219845,22.0,35.4838709677419
2024,1,746,Walker County,130537002286,1305370,198,"7460198",LaFayette High School,"09-12",H,"100 Rambler Dr","30728","41",Rural: Fringe,Rural,-85.2617269,34.717641,"0101000020AD100000F1FE2E22C05055C066A208A9DB5B4140",1198.0,46.0,1.0,3.0,42.0,0.0,1047.0,59.0,586.0,612.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.77,575.0,148.0,Regular,-0.003,-0.035,-0.038,0.126,-0.489,Virtual,true,Virtual with extra teacher,1.0,1198.0,0.0,0.073,"Advanced Placement, Computer Science A",34078.0,9.49586243324139,60.2089324490874,2.74077117201714,5.44926345442808,27135.2934494998,16803.5555555556,9264.0,22035.4017857143,24405.3222301358,6309.86694144738,5491.19769891239,1601.97422153814,4131.6534329979,16.0,29.6296296296296
2024,1,747,Walton County,130539003901,1305390,111,"7470111",Walnut Grove High School,"09-12",H,"4863 Guthrie Cemetery Rd","30052","41",Rural: Fringe,Rural,-83.8725701,33.7542047,"0101000020AD100000EABD4230D8F754C0A87E94C789E04040",1512.0,157.0,4.0,21.0,226.0,2.0,1062.0,40.0,761.0,751.0,123.0,9.0,0.0,4.0,13.0,0.0,90.0,7.0,38.0,85.0,15.64,336.0,75.0,Regular,0.019,-0.044,-0.031,0.029,-0.194,Both,false,Both without extra teacher,2.0,756.0,3.0,0.253,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles, Programming, Games, Apps and Society",115044.0,6.66092973123327,58.0151941865721,5.01025694516881,1.84538089774347,37691.1551452956,33407.0844047255,23785.4684563758,23770.8652109295,29229.714416372,5966.8793258884,15611.354655813,10635.764429198,11745.4302207282,49.0,24.5
2024,1,747,Walton County,130539002288,1305390,199,"7470199",Loganville High School,"09-12",H,"100 Trident Trail","30052","21",Suburb: Large,Suburb,-83.8686729,33.8344865,"0101000020AD100000F91A385698F754C00C3A2174D0EA4040",1857.0,307.0,7.0,42.0,511.0,1.0,904.0,85.0,932.0,925.0,101.0,13.0,0.0,12.0,23.0,0.0,52.0,1.0,27.0,74.0,16.1,422.0,116.0,Regular,0.096,-0.047,-0.037,0.028,-0.235,Both,true,Both with extra teacher,3.0,619.0,1.0,0.44,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles",49621.0,6.78341831079583,58.9568932508414,3.7705810040104,1.45502912073517,40634.9893465276,41206.2567551339,22214.226844584,44463.8371769384,35610.5336375106,3624.91572554475,4498.6808290748,6462.03210748995,3198.56808790334,13.0,15.4761904761905
2024,1,747,Walton County,130539001772,1305390,205,"7470205",Monroe Area High School,"09-12",H,"300 Double Springs Church Rd S","30656","31",Town: Fringe,Town,-83.7366814,33.8191689,"0101000020AD1000009324BEC925EF54C03DB3C986DAE84040",1206.0,137.0,5.0,28.0,420.0,2.0,553.0,61.0,594.0,612.0,101.0,10.0,1.0,1.0,51.0,0.0,31.0,7.0,38.0,63.0,15.5,455.0,106.0,Regular,-0.013,0.157,-0.015,-0.152,-0.116,In Person,true,In Person with extra teacher,2.0,603.0,14.0,0.462,"Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity",40927.0,10.6189068341193,53.1165245436998,4.97959782050969,4.45915899039754,37813.0551476154,19247.4776907839,17650.0,24072.5615384615,25806.0040693457,5338.09841486696,3338.12161567516,3746.74210264052,4279.37477807546,24.0,32.8767123287671
2024,1,748,Ware County,130543001777,1305430,195,"7480195",Ware County High School,"09-12",H,"700 Victory Dr","31503","33",Town: Remote,Town,-82.3881491,31.1972362,"0101000020AD100000329E526FD79854C05A9654127E323F40",1620.0,135.0,0.0,17.0,630.0,1.0,742.0,95.0,796.0,824.0,39.0,3.0,0.0,5.0,10.0,0.0,20.0,1.0,13.0,26.0,14.35,1372.0,0.0,Regular,0.118,-0.132,-0.006,0.055,-0.158,Both,false,Both without extra teacher,1.0,1620.0,2.0,0.472,"Advanced Placement Computer Science Principles, Computer Science Principles",29931.0,13.2705222010624,55.8484514383081,18.3054358357556,4.28652567572082,28583.5146326655,16927.9785811305,23081.2070707071,10940.746506986,20902.9584545297,5661.91814595765,3529.59703231948,7317.49440081224,3443.71589649145,19.0,24.6753246753247
2024,1,749,Warren County,130546001782,1305460,205,"7490205",Warren County High School,"09-12",H,"1253 Atlanta Hwy","30828","42",Rural: Distant,Rural,-82.6803226,33.4178162,"0101000020AD100000B36ECD678AAB54C0975E51007BB54040",181.0,1.0,0.0,0.0,157.0,0.0,19.0,4.0,91.0,90.0,,,,,,,,,,,10.67,159.0,0.0,Regular,,,,,,No,true,No with extra teacher,1.0,181.0,,0.873,,7731.0,18.1606519208382,51.248221446126,13.6334238778942,16.1557366446773,28624.6086500655,18370.9043576684,,15345.0,23072.2040807098,5322.61768380022,3378.52762785804,792.9244771047,11494.1892803896,6.0,24.0
2024,1,750,Washington County,130549001788,1305490,1052,"7501052",Washington County High School,"09-12",H,"420 Riddleville Rd","31082","33",Town: Remote,Town,-82.804135,32.9694374,"0101000020AD1000006AA4A5F276B354C077425486167C4040",901.0,15.0,3.0,5.0,616.0,0.0,233.0,29.0,463.0,438.0,,,,,,,,,,,18.17,694.0,0.0,Regular,,,,,,No,true,No with extra teacher,1.0,901.0,,0.7,,12049.0,8.98829778404847,57.8388247987385,9.18748443854262,9.30367665366421,30511.6947830327,18451.0738448251,52920.0,,21443.2801998727,3861.43544172525,2959.8578103032,6831.56062714708,2859.34306382113,7.0,26.9230769230769
2024,1,751,Wayne County,130555001800,1305550,101,"7510101",Wayne County High School,"09-12",H,"1 Jacket Dr","31545","32",Town: Distant,Town,-81.9183908,31.6169415,"0101000020AD100000A0BC34EAC67A54C0910BCEE0EF9D3F40",1509.0,137.0,4.0,9.0,346.0,5.0,927.0,81.0,742.0,767.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.16,1103.0,0.0,Regular,-0.006,-0.229,0.909,-0.614,0.508,Virtual,false,Virtual without extra teacher,,,0.0,0.32,Computer Science Principles,24331.0,10.1886482265423,59.907114380831,9.98314906908882,5.36763799268423,29404.8864091212,13954.6502994012,,12587.472303207,21570.3816169808,5357.49093133632,4857.53964966481,2972.39120506794,4977.30692083462,22.0,36.6666666666667
2024,1,752,Webster County,130558003575,1305580,108,"7520108",Webster County High School,"09-12",H,"7168 Washington St","31824","43",Rural: Remote,Rural,-84.5424192,32.0625363,"0101000020AD1000003D2E05FFB62255C00BA8813001084040",66.0,5.0,0.0,0.0,41.0,0.0,18.0,2.0,35.0,31.0,11.0,1.0,0.0,0.0,7.0,0.0,2.0,1.0,5.0,6.0,13.21,65.0,0.0,Regular,0.0,0.015,0.015,-0.091,-0.076,In Person,false,In Person without extra teacher,1.0,66.0,0.0,0.697,"Computer Science Principles, Programming, Games, Apps and Society",4038.0,13.8682516097078,59.3858345715701,11.8127786032689,11.4908370480436,29620.1856360317,16844.5764644894,,21864.3488372093,20663.7897079817,8297.50291555637,8496.65964733191,,10644.0626864336,0.0,0.0
2024,1,753,Wheeler County,130564001811,1305640,3052,"7533052",Wheeler County High School,"09-12",H,"50 Snowhill Rd","30411","42",Rural: Distant,Rural,-82.7761731,32.1539075,"0101000020AD1000003C22F0D1ACB154C0F88DAF3DB3134040",265.0,19.0,0.0,0.0,93.0,0.0,148.0,5.0,141.0,124.0,,,,,,,,,,,14.67,236.0,0.0,Regular,,,,,,No,true,No with extra teacher,1.0,265.0,,0.423,,8581.0,15.0215592588276,50.0291341335509,8.00605989977858,10.3834051975294,26775.81352657,15725.6562905318,,10141.0,20902.9336430779,7127.31579835245,3921.61062875968,,8659.40052151403,5.0,26.3157894736842
2024,1,754,White County,130567001870,1305670,105,"7540105",White County High School,"09-12",H,"2600 Highway 129 N","30528","41",Rural: Fringe,Rural,-83.7961478,34.6176081,"0101000020AD10000012F2E615F4F254C0549F3FC80D4F4140",1161.0,79.0,1.0,11.0,19.0,0.0,991.0,60.0,554.0,607.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,15.98,391.0,117.0,Regular,0.324,-0.016,-0.068,-0.854,-0.144,Virtual,false,Virtual without extra teacher,,,0.0,0.084,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Introduction to Cybersecurity",16907.0,10.7943455373514,55.3557697994913,9.19145915892825,2.99284320104099,30376.9026566349,15129.9643916914,20406.0,19664.003003003,27770.0125547863,5632.51308477511,4860.3224540309,5063.62919841035,5765.77598581801,10.0,35.7142857142857
2024,1,755,Whitfield County,130570004053,1305700,112,"7550112",Coahulla Creek High School,"09-12",H,"3361 Crow Road","30721","41",Rural: Fringe,Rural,-84.9136565,34.8978124,"0101000020AD100000C8D11C59793A55C0BDF84784EB724140",1023.0,379.0,3.0,6.0,19.0,0.0,580.0,36.0,493.0,530.0,35.0,14.0,0.0,2.0,0.0,0.0,19.0,0.0,10.0,25.0,17.21,439.0,128.0,Regular,0.051,-0.019,0.03,-0.024,-0.196,Both,false,Both without extra teacher,1.0,1023.0,2.0,0.389,"Advanced Placement, Computer Science A, Embedded Computing, Computer Science Principles",18039.0,13.2490714562892,54.5207605743112,6.3362714119408,3.88602472420866,29263.0131449873,49783.0,,18136.0718799368,28196.6180852783,7402.75466629192,7463.9174919689,7866.71685396607,6814.19081224354,15.0,40.5405405405405
